num_adj,num_adv,num_det,num_intj,num_num,num_punct,num_sym,num_comp_sup,num_x,ADJ_NOUN,ADV_ADJ_NOT(NOUN),ADJ_ADJ_NOT(NOUN),NOUN_ADJ_NOT(NOUN),ADV_VERB_PCP_GER_PS_IMPF,num_positive_terms,num_negative_terms,prop_subjective,prop_positive,uppercase_ratio,num_mentions,num_elongated,polarity_emoticons,rating,id
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5,0.5,0.056,0,0,0,5,22563
3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.009,0,0,0,4,31824
0,5,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.007,0,0,0,1,9919
2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0.1,0.05,0.009,0,0,0,2,5443
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.167,0.167,0.0,0,0,0,5,8981
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.081,0,0,0,1,17722
5,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0.105,0.105,0.036,0,0,0,4,21796
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.065,0,0,0,2,6117
2,5,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0.016,0.016,0.011,0,0,1.0,5,13600
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.014,0,0,0,2,19284
1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.021,0,0,0,1,9658
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.01,0,0,0,3,7218
2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.143,0.143,0.022,0,0,0,5,43075
1,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.026,0,0,0,1,36651
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.5,0.067,0,0,0,1,37226
3,4,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0.1,0.05,0.027,0,0,0,2,1188
0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.022,0,0,0,1,46030
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.0,0.019,0,0,0,1,9762
3,5,7,0,0,0,0,2,0,0,1,0,0,0,3,1,0.083,0.062,0.024,0,0,0,5,50215
3,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0.111,0.111,0.01,0,0,0,2,14937
1,5,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0.028,0.028,0.019,0,0,0,3,7287
2,4,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0.0,0.043,0,0,0,1,23839
9,6,14,0,0,0,0,0,0,4,0,2,0,0,1,2,0.03,0.01,0.02,0,0,0,2,27488
3,3,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0.111,0.111,0.01,0,0,0,3,29272
4,3,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0.019,0.019,0.01,0,0,0,3,21048
5,6,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0.033,0.033,0.02,0,0,0,2,1693
4,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0.03,0.03,0.016,0,0,0,5,34384
3,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0.333,0.333,0.019,0,0,0,4,2641
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.167,0.167,0.026,0,0,0,4,12473
2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.019,0,0,0,5,23130
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.25,0.03,0,0,0,1,675
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.053,0,0,0,5,42833
3,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.013,0,0,0,2,19896
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.05,0,0,0,4,49615
3,1,2,0,0,0,0,1,0,0,0,0,1,0,3,0,0.111,0.111,0.007,0,0,0,5,45167
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0,0,0,5,23297
2,5,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0.143,0.143,0.176,0,0,0,5,13429
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.05,0,0,0,5,22937
2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0.024,0.0,0.021,0,0,0,1,25501
4,9,4,0,0,0,0,0,0,0,1,0,1,0,1,1,0.047,0.023,0.012,0,1,1.0,1,14161
4,5,6,0,0,1,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.018,0,0,0,3,47871
5,7,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0.022,0.022,0.016,0,0,0,2,38403
4,2,6,0,0,0,0,0,0,1,0,0,0,0,3,1,0.103,0.077,0.027,0,0,0,3,39007
2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.067,0.0,0.037,0,0,0,2,47573
1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.125,0.125,0.0,0,0,0,5,9117
2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.014,0,0,0,4,16539
1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.101,0,0,0,2,10714
2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0.067,0.0,0.012,0,0,0,2,38750
0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.017,0,0,0,3,30075
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.045,0,0,0,1,24787
0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.009,0,0,0,2,46955
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.039,0,0,0,2,37378
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.2,0.2,0.029,0,0,0,5,17081
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.2,0.04,0,0,0,5,34039
2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.016,0,0,0,2,28289
3,0,2,0,0,0,0,0,0,2,0,2,0,0,0,1,0.077,0.0,0.012,0,0,0,4,33194
3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043,0.0,0.0,0,0,1.0,2,19394
0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.024,0,0,0,3,40058
0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.014,0,0,0,2,11195
3,4,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0.278,0.222,0.01,0,0,0,4,2684
1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.053,0.053,0.009,0,0,0,4,44484
3,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.25,0.25,0.023,0,0,0,5,9152
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.024,0,0,0,1,45456
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.056,0,0,0,4,2885
3,2,6,0,0,0,0,0,0,2,0,0,0,0,1,1,0.067,0.033,0.005,0,0,0,4,12531
2,6,7,0,1,0,0,0,0,2,0,0,0,0,3,0,0.045,0.045,0.013,0,0,0,5,45222
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0,0,0,5,35729
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.014,0,0,0,3,2333
6,3,5,0,0,0,0,0,0,2,0,0,0,1,4,0,0.098,0.098,0.026,0,0,0,5,35690
2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0.125,0.062,0.034,0,0,0,1,36807
12,9,10,0,3,0,0,3,0,1,0,1,0,0,3,0,0.029,0.029,0.009,0,0,0,3,29834
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.025,0,0,0,1,46228
2,8,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0.0,0.022,0,0,0,1,10076
2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.014,0,0,0,1,10378
4,1,2,0,0,0,0,1,0,1,0,2,0,0,1,0,0.048,0.048,0.017,0,0,0,5,35580
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.013,0,0,0,4,8153
2,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.04,0.04,0.015,0,0,0,4,2915
0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.014,0,0,0,4,33270
5,2,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.159,0,0,0,1,25846
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.333,0.0,0.053,0,0,0,1,43454
2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.182,0.182,0.014,0,0,0,5,42265
1,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0.047,0.023,0.013,0,0,0,2,46572
2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.059,0.059,0.02,0,0,0,4,7938
2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0.059,0.0,0.025,0,0,0,1,25565
2,2,7,0,0,0,0,1,0,0,0,0,0,0,2,0,0.074,0.074,0.0,0,0,0,3,30506
2,1,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0.133,0.067,0.024,0,0,0,1,562
4,6,1,0,0,0,0,1,0,1,1,3,0,0,5,0,0.192,0.192,0.034,0,0,0,5,35250
1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.017,0,0,0,3,39767
0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.774,0,0,0,1,10322
2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.011,0,0,0,4,32489
2,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0.031,0.031,0.009,0,0,0,3,21080
2,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0.032,0.032,0.006,0,0,0,5,50269
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0,0,0,2,19223
3,5,3,0,0,0,0,0,0,1,1,0,1,0,2,0,0.045,0.045,0.034,0,0,1.0,4,21531
2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.034,0,0,0,1,36764
2,2,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0.022,0.0,0.0,0,0,0,3,24202
3,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.125,0.125,0.017,0,0,0,3,31153
4,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.033,0.033,0.011,0,0,0,1,25419
2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.015,0,0,0,1,26538
2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.021,0,0,0,3,30592
3,10,8,0,0,1,0,0,0,2,0,0,0,0,3,0,0.045,0.045,0.025,0,0,0,1,25805
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.167,0,0,0,3,11718
1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.083,0,0,0,1,36407
2,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0.067,0.067,0.038,0,0,0,4,41198
4,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0.054,0.027,0.006,0,0,0,3,15564
4,3,8,0,1,1,0,3,0,1,0,0,0,0,2,0,0.047,0.047,0.008,0,1,0,5,42502
2,6,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0.02,0.02,0.011,0,0,0,2,5667
0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.02,0,0,0,3,6686
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.111,0.0,0.038,0,0,0,2,19013
2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.007,0,0,0,3,48773
1,3,5,0,0,0,0,0,0,1,0,0,0,1,2,1,0.12,0.08,0.013,0,0,0,5,9426
3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.017,0,0,0,1,9942
1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.045,0.045,0.016,0,0,0,2,27373
2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0.032,0.032,0.006,0,0,0,4,31813
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.067,0,0,0,5,34205
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.143,0.143,0.026,0,0,0,3,39450
3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.0,0.027,0,0,0,1,205
4,3,1,0,1,0,0,0,0,0,0,2,0,0,5,0,0.294,0.294,0.009,0,0,0,5,13732
1,1,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0.045,0.045,0.008,0,0,0,2,47340
9,13,17,0,0,0,0,0,0,1,0,0,1,0,1,1,0.019,0.01,0.015,0,0,0,2,28121
4,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0.167,0.167,0.032,0,0,0,5,23481
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.25,0.083,0,0,0,4,16598
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.018,0,0,0,1,43510
2,4,4,0,0,1,0,0,0,1,0,0,0,0,3,0,0.121,0.091,0.006,0,0,0,5,22772
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.023,0,0,0,2,38586
2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.026,0,0,0,3,48433
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.071,0.071,0.021,0,0,0,4,12252
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.024,0,0,0,3,11729
2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.062,0.0,0.011,0,0,0,2,10797
1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.167,0.167,0.016,0,0,0,1,36569
1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.019,0,0,0,1,10326
0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.014,0,0,0,1,25212
0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.059,0.0,0.033,0,0,0,3,20624
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0,0,0,3,39812
3,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0.067,0.067,0.015,0,0,0,2,37716
6,6,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.004,0,0,0,1,24786
2,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0.083,0.083,0.041,0,0,0,4,31495
2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0.05,0.009,0,0,0,4,8328
1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.038,0.038,0.014,0,0,0,1,314
3,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0.053,0.053,0.018,0,0,0,4,22092
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.031,0,0,0,2,19484
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.043,0,0,0,3,6526
4,1,2,0,0,0,0,0,0,1,0,2,0,0,2,0,0.118,0.118,0.026,0,0,0,4,12958
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333,0.0,0.043,0,0,0,1,13999
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.056,0,0,0,5,50395
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.021,0,0,0,3,30416
2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.333,0.333,0.057,0,0,0,5,35512
1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.021,0,0,0,2,28106
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.188,0,0,0,3,30154
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0,0,0,4,7676
2,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0.043,0.043,0.018,0,0,0,4,31416
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.03,0,0,0,1,26241
2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0.25,0.25,0.022,0,0,0,5,35273
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.111,0,0,0,5,43115
1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.017,0,0,0,1,265
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.077,0,0,0,4,49653
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.25,0.25,0.042,0,0,0,5,33838
2,5,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0.061,0.061,0.029,0,0,0,4,40838
3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.037,0.0,0.006,0,0,0,1,26061
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.02,0,0,0,4,12684
3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0.333,0.167,0.0,0,0,0,5,23429
6,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0.07,0.07,0.018,0,0,0,5,3882
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0,0,0,5,50863
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.017,0,0,0,2,1339
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5,0.5,0.059,0,0,0,5,3723
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.143,0.0,0.022,0,0,0,1,10032
3,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0.167,0.167,0.026,0,0,0,5,22590
2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.009,0,0,0,3,6730
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0,0,0,5,50082
5,2,4,0,0,0,0,0,0,3,0,2,0,0,2,0,0.077,0.077,0.022,0,0,0,4,33535
3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.286,0.286,0.022,0,0,0,4,21712
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.036,0,0,0,2,27768
12,7,9,0,0,0,0,1,0,2,0,2,0,0,4,0,0.044,0.044,0.006,0,0,0,3,39280
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.026,0,0,0,2,14701
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.167,0.167,0.022,0,0,0,4,40727
1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.031,0,0,0,1,14473
5,4,6,0,0,0,0,0,0,2,0,0,0,0,3,2,0.096,0.058,0.0,0,0,0,4,12660
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.018,0,0,0,1,36614
2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.023,0,0,0,2,43655
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,0.125,0.019,0,0,0,3,48453
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.017,0,0,0,4,7532
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.077,0.077,0.015,0,0,0,1,5340
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0,0,0,5,8568
1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.019,0.0,0.01,0,0,0,2,38263
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.0,0.043,0,0,0,4,8110
1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.011,0,0,0,1,9952
3,3,3,0,0,0,0,0,0,2,0,0,0,0,4,0,0.16,0.16,0.013,0,0,0,5,23640
6,7,5,0,0,0,0,0,0,2,0,2,0,0,0,3,0.079,0.0,0.005,0,0,0,1,18429
2,6,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0.037,0.037,0.013,0,0,0,4,33217
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.013,0,0,0,1,25009
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.012,0,0,0,5,35218
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.077,0,0,0,5,8642
3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.047,0,0,0,2,14691
0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.017,0,0,0,2,1297
4,2,4,0,0,0,0,0,0,0,0,3,0,0,2,0,0.1,0.1,0.007,0,0,0,5,33769
6,0,5,0,0,0,0,0,0,2,0,2,0,0,2,0,0.053,0.053,0.13,0,0,0,3,30664
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2,0.2,0.037,0,0,0,2,27414
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.017,0,0,0,3,30622
3,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0.273,0.182,0.014,0,0,0,5,42008
1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.006,0,0,0,3,6800
1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.008,0,0,0,5,34976
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.018,0,0,0,1,43251
3,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.012,0,0,0,1,18505
2,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.016,0,0,0,2,38484
1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.009,0,0,0,4,21840
2,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.78,0,0,0,1,374
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.143,0.0,0.048,0,0,0,1,25405
2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.042,0,0,0,5,34361
2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.029,0.029,0.005,0,0,0,2,5926
5,1,9,0,0,0,0,0,0,0,0,0,0,1,2,0,0.038,0.038,0.019,0,0,0,5,35178
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.034,0,0,0,5,3905
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.014,0,0,0,3,1975
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.019,0,0,0,2,27250
1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0.167,0.167,0.016,0,0,0,4,16270
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5,0.5,0.0,0,0,0,5,22705
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.027,0,0,0,1,36661
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.333,0.333,0.062,0,0,0,5,23159
7,3,1,0,0,0,0,0,0,1,0,2,0,0,2,1,0.091,0.061,0.005,0,0,0,5,9335
1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.008,0,0,0,2,19062
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.032,0,0,1.0,5,42254
3,4,8,0,0,0,0,1,0,1,0,0,0,0,1,0,0.021,0.021,0.022,0,0,0,2,43706
1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.091,0.091,0.031,0,0,0,4,44495
3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.027,0,0,0,5,3756
2,2,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0.036,0.036,0.019,0,0,0,4,40796
3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,27580
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,28982
2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.038,0,0,0,3,6684
3,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.005,0,0,0,4,49744
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.043,0,0,0,1,46327
1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.015,0,0,0,1,276
1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.014,0,0,0,1,25062
1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0.059,0.059,0.01,0,0,0,5,34697
2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0.095,0.095,0.015,0,0,0,5,35043
1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.062,0.062,0.01,0,0,0,3,39794
2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.011,0,0,0,3,38958
3,2,3,0,1,0,0,1,0,1,0,0,0,0,2,0,0.074,0.074,0.027,0,0,0,4,33163
0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.047,0,0,0,2,23933
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.026,0,0,0,2,38179
2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.2,0.2,0.048,0,0,0,4,40733
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,0.091,0,0,0,5,50917
1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0.042,0.0,0.006,0,0,0,3,24243
1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.022,0,0,0,1,45394
2,3,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0.071,0.071,0.011,0,0,0,2,27602
2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.083,0.083,0.029,0,0,0,1,534
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.2,0.033,0,0,0,5,34037
2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.009,0,0,0,2,19117
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.006,0,1,0,2,10744
3,3,4,0,0,0,0,1,0,0,1,0,1,0,2,1,0.086,0.057,0.009,0,0,0,2,19888
2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0.033,0.0,0.029,0,0,0,1,13979
0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.009,0,0,0,2,37964
